month_date,year,month,quarter,season,field_key,yph_target,extent_ha,vp_sd,vp_sd_encoded,age_or_prune_cycle,plucking_rounds_month,gl_per_ha_per_round_todate,nitrogen_month,last_12m_nitrogen,last_12m_yph,ph_value,foliar_rounds_month,dap_todate,plucking_average_month,lph_month,pluckers_month,green_leaf_month,extent_plucked_month,yph_12m_fert,plucking_rounds_fert,foliar_rounds_fert,dolomite_applied_date,last_fertilized_date,last_weeding_date,weeded_until_date,Monthly_Rainfall,Evaporation,Sunshine Hours,Humidity_morning,Humidity_daytime,Soil Type,Soil Tempereture,Envirinment Tempereture
2021-04-01,2021,4,2,Q2,6B/2,319.6433418,2.5,VP,1,22.63158354,3,529.1481701,74.09260662,2813.105336,505.5659745,5.535475384,1,20,31.88750975,14.08327047,111,3894.093292,7.021191645,2671.041931,37,6,2021-04-08,2021-04-23,2021-04-07,2021-04-28,368.8093315,104.1950289,113.1953772,89.28314,82.72544,Red Yellow Podzolic,17.70362,17.58081055
2021-04-01,2021,4,2,Q2,6B/2/3,301.4822465,3,VP,1,35.01998003,4,317.5115154,73.27515904,436.8967106,2631.769979,5.535840332,1,22,19.06639775,14.83496166,159,3496.382346,11.30098211,1881.303667,36,5,2021-04-02,2021-04-16,2021-04-14,2021-04-24,324.6968107,104.3681893,136.0069667,94.52349,66.78293,Red Yellow Podzolic,16.56995,17.48814035
2021-04-01,2021,4,2,Q2,6B/3,315.7912739,2,VP,1,21.62385123,3,1257.064595,72.29664185,556.8134859,2179.516027,5.94101627,3,20,22.07008752,16.27870891,242,7441.752341,12.6914183,2793.357364,47,5,2021-04-04,2021-04-16,2021-04-15,2021-04-28,331.1793489,101.7100634,124.945322,89.61762,78.52889,Red Yellow Podzolic,16.82889,18.35876688
2021-04-01,2021,4,2,Q2,6B/4,279.0381654,2,VP,1,21.14765389,2,368.2548931,79.27281218,476.7085108,1637.620703,4.504977977,3,17,13.60195269,21.48244973,110,2221.729662,4.574523804,2093.612961,33,5,2021-04-28,2021-04-12,2021-04-13,2021-04-28,362.8628781,97.5164451,131.3430394,93.28623,69.79324,Red Yellow Podzolic,19.30904,18.39546448
2021-04-01,2021,4,2,Q2,6B/4,280.0188547,3,VP,1,24.6219675,2,533.2940017,73.7006774,507.8074145,2616.949334,4.611619266,1,19,19.73678212,24.1235847,144,3381.39402,5.542007042,2016.359794,36,5,2021-04-10,2021-04-25,2021-04-05,2021-04-15,341.5174362,103.4059802,153.7748554,91.2076,76.1988,Red Yellow Podzolic,17.39855,18.50618385
2021-04-01,2021,4,2,Q2,6B/5,0,2.5,VP,1,1.774360602,0,115.5774949,68.71479708,2043.431862,477.5790681,5.198389621,1,20,23.02044073,7.215906855,254,7092.917665,0,1127.265613,27,3,2021-04-04,2021-04-06,2021-04-23,2021-04-04,353.804548,105.9430165,129.3701329,94.1735,77.27934,Red Yellow Podzolic,17.72871,19.85605897
2021-04-01,2021,4,2,Q2,7,301.5494872,3,VP,1,22.12163152,5,202.5623231,71.16022237,380.011803,2222.003637,4.446225171,1,20,39.71867415,4.56196822,71,3034.23966,14.44375583,2581.830012,54,3,2021-04-28,2021-04-13,2021-04-17,2021-04-18,360.6793237,104.4146389,138.3417811,88.88956,83.94644,Red Yellow Podzolic,20.27752,17.20585206
2021-04-01,2021,4,2,Q2,7/1,310.3824008,3.73,VP,1,17.50335688,4,282.1930166,75.54155226,366.6076687,2089.20518,5.042690682,1,20,34.66480024,7.110519233,109,4070.434945,13.33048694,2349.957698,63,4,2021-04-05,2021-04-14,2021-04-16,2021-04-19,369.5084865,97.54365139,131.7486155,94.64524,80.34593,Red Yellow Podzolic,16.29528,18.49606162
2021-04-01,2021,4,2,Q2,7A,110.5141469,1.54,SD,0,5.497493112,4,115.1362597,73.03277147,225.1883951,955.5266473,5.291882824,1,19,22.92874231,4.675967753,37,946.6000041,7.267363502,1102.240867,49,5,2021-04-17,2021-04-13,2021-04-16,2021-04-28,320.9676409,104.3657406,144.8204947,95.04694,81.24222,Red Yellow Podzolic,18.35162,17.48287599
2021-04-01,2021,4,2,Q2,8,183.4860073,6.97,VP,1,40.74151506,3,269.6229394,75.23823848,1722.223526,404.9022669,4.79170294,1,20,29.05340735,8.017835759,164,5275.28338,19.33941956,1680.910362,38,2,2021-04-02,2021-04-24,2021-04-06,2021-04-27,351.4487106,96.92133114,144.896268,95.78722,78.09854,Red Yellow Podzolic,19.69423,16.48339006
2021-04-01,2021,4,2,Q2,8/1,375.1227392,6,VP,1,22.45667088,3,332.7057155,72.10761369,390.3849897,2383.82411,4.674992098,1,21,23.05990463,12.17576551,245,5635.613465,16.72598845,2127.108609,36,5,2021-04-06,2021-04-05,2021-04-25,2021-04-20,358.2991467,113.1997518,138.2813222,96.13968,81.48704,Red Yellow Podzolic,17.30144,18.5241382
2021-04-01,2021,4,2,Q2,8/2,250.278073,6.55,VP,1,17.63067006,2,287.0675733,68.83300775,288.4387732,1611.703326,5.006344817,1,20,21.9442841,12.24814166,164,4244.10652,11.79680716,1688.23314,28,5,2021-04-26,2021-04-07,2021-04-23,2021-04-06,355.8070944,106.7395173,131.4554375,96.42413,80.01594,Red Yellow Podzolic,17.03678,18.11285213
2021-04-01,2021,4,2,Q2,9,139.1032946,6.45,SD,0,29.88433254,2,377.4777553,72.39808066,149.8029694,1527.260796,4.351977448,1,22,20.38032011,16.96258358,203,4570.139755,12.09907318,1500.290447,38,3,2021-04-08,2021-04-19,2021-04-10,2021-04-03,357.2496333,112.509699,146.2712108,96.08999,83.83285,Red Yellow Podzolic,18.44858,17.40589778
2021-04-01,2021,4,2,Q2,9A,204.2709097,2,SD,0,26.98703089,2,504.5169208,73.57755781,317.3962647,1733.293976,5.058045215,1,21,18.27840514,22.87389029,93,1816.415583,3.657938899,2100.002561,37,4,2021-04-15,2021-04-23,2021-04-06,2021-04-13,329.2250336,99.0391156,164.3761767,95.80048,77.30223,Red Yellow Podzolic,18.00063,19.84023862
2021-04-01,2021,4,2,Q2,9A/2,9.442506076,2.4,VP,1,30.68032947,4,106.0215068,77.82045411,214.7221172,119.3574628,4.05924063,1,21,23.093664,7.342374061,264,7250.355549,0,1772.316066,39,4,2021-04-27,2021-04-06,2021-04-24,2021-04-11,355.987508,99.92687248,143.6165362,93.7321,77.19662,Red Yellow Podzolic,17.1999,17.65147673
2021-05-01,2021,5,2,Q2,1/B/2,108.9520197,5,VP,1,31.25974684,3,67.2364628,72.02771026,237.3869634,1341.527313,4.855252277,0,28,22.48272183,6.716005019,99,3001.541235,12.23738774,1831.023137,37,5,2021-05-05,2021-05-28,2021-05-13,2021-05-09,424.3310211,93.18536715,139.8489762,89.84141,67.76503,Red Yellow Podzolic,19.92593,20.51485586
2021-05-01,2021,5,2,Q2,10/2A,148.6775277,3.6,VP,1,5.259125424,4,677.2721202,74.00625627,288.3893358,1960.054599,4.575396582,0,28,42.62697607,7.748256506,253,12158.10496,32.14598192,1824.909311,42,6,2021-05-15,2021-05-28,2021-05-10,2021-05-28,428.8853399,86.7294928,165.3337682,94.39607,81.74496,Red Yellow Podzolic,19.15494,21.76993964
2021-05-01,2021,5,2,Q2,10/3,208.1772934,2,VP,1,22.89346753,4,297.116999,69.94319181,373.4205083,2386.85474,4.932802999,0,43,30.77360628,7.485856259,130,4640.975727,14.7952609,2153.49306,47,3,2021-05-25,2021-05-06,2021-05-28,2021-05-28,431.5864288,89.80427633,139.0814582,96.04856,83.64735,Red Yellow Podzolic,21.41614,20.88172415
2021-05-01,2021,5,2,Q2,10/4,129.8786513,1.25,VP,1,5.997355992,4,2376.042929,73.59294029,298.8670328,1492.754662,5.163002639,0,24,39.96744233,7.429424882,232,11474.02672,33.39262689,1730.37196,39,6,2021-05-11,2021-05-10,2021-05-28,2021-05-28,446.365754,86.69161126,136.7140353,91.06107,69.34649,Red Yellow Podzolic,20.83334,21.18220972
2021-05-01,2021,5,2,Q2,11/1,384.9469585,2.98,VP,1,15.64624764,4,398.6112122,66.92967481,298.3502443,2542.624207,5.276027787,0,28,23.30476585,15.90739236,330,8284.750416,20.25575907,2836.026901,36,5,2021-05-03,2021-05-11,2021-05-11,2021-05-28,424.5217061,87.45773397,147.9124451,88.75542,73.31473,Red Yellow Podzolic,19.79911,23.27281323
2021-05-01,2021,5,2,Q2,11/1A,280.4760273,2.27,VP,1,32.54310033,4,354.4387187,69.37109381,294.5521395,2976.742984,5.601584902,0,27,20.15829306,18.16954535,244,5874.240869,14.92387301,3365.365322,39,4,2021-05-01,2021-05-11,2021-05-03,2021-05-28,393.3555597,95.02259932,145.7501147,89.17563,66.76339,Red Yellow Podzolic,19.378,21.0066499
2021-05-01,2021,5,2,Q2,12/1,320.0338954,4.25,VP,1,17.94299219,5,500.1427239,74.84197475,419.4072509,4137.218678,4.547358302,0,40,31.59245228,13.87234032,474,16604.91587,30.37413904,3762.387884,46,5,2021-05-21,2021-05-12,2021-05-19,2021-05-28,407.3960403,96.19898251,154.8352886,94.62186,67.18325,Red Yellow Podzolic,21.96787,22.21156226
2021-05-01,2021,5,2,Q2,13A,388.7092214,2,VP,1,32.5138388,5,369.1114035,80.6447175,436.0087102,3851.094856,5.078632928,1,24,31.37274586,10.86986646,251,7563.286619,20.05660554,3729.517462,61,6,2021-05-04,2021-05-18,2021-05-18,2021-05-28,392.4315198,96.51993875,170.0073472,95.88472,79.84794,Red Yellow Podzolic,18.83992,22.96016104
2021-05-01,2021,5,2,Q2,16/1,547.1685414,2.4,VP,1,13.82854265,3,460.2996874,77.64346485,420.7966436,3141.116923,5.312664557,0,24,31.06680345,13.1997003,227,7649.995044,14.70719316,2873.301543,41,5,2021-05-27,2021-05-13,2021-05-23,2021-05-28,431.628384,95.93564966,164.1642839,94.46818,77.38337,Red Yellow Podzolic,21.63469,21.83378085
2021-05-01,2021,5,2,Q2,16/4,23.33040925,1.6,VP,1,25.41160033,0,1194.644789,77.41244126,227.5815184,271.4778706,5.672877695,0,34,64.34692391,3.343617531,81,6488.04653,27.1362646,1780.967286,36,5,2021-05-03,2021-05-16,2021-05-12,2021-05-28,426.5963574,86.45634457,157.5037844,94.75836,81.94812,Red Yellow Podzolic,19.04559,22.29639141
2021-05-01,2021,5,2,Q2,1A/1,137.3557773,4,VP,1,31.45429919,3,300.6329769,73.16049367,303.8084744,2571.728389,5.212206122,0,37,26.23744821,11.06566536,221,6714.38706,16.86503889,2009.480791,36,4,2021-05-22,2021-05-26,2021-05-04,2021-05-28,415.7625258,85.84197629,160.2125725,90.64178,74.66803,Red Yellow Podzolic,19.37154,21.66855038
2021-05-01,2021,5,2,Q2,1A/2,80.75349749,4.09,VP,1,33.5344123,2,448.5528727,73.24298238,341.3495619,1912.601806,4.568652394,0,37,32.87696106,11.66868593,200,7367.971642,15.37692822,1740.507767,31,6,2021-05-07,2021-05-03,2021-05-19,2021-05-28,425.288134,87.08004085,137.1232936,95.18859,69.24801,Red Yellow Podzolic,20.45978,22.62862946
2021-05-01,2021,5,2,Q2,1B/1,146.1070169,2.31,VP,1,30.89351293,3,452.8102932,72.35649912,266.8571097,1954.335642,5.060094293,0,40,34.01382539,12.93456399,135,5084.78091,10.9200575,1638.733084,35,4,2021-05-28,2021-05-21,2021-05-02,2021-05-28,414.6922886,83.27798539,158.8707477,88.36453,75.64472,Red Yellow Podzolic,19.57448,22.17619541
2021-05-01,2021,5,2,Q2,1B/2,84.9733933,5,VP,1,22.90639335,3,209.6858844,69.14504659,275.6536483,1453.114162,5.425406876,0,35,26.84794229,6.935341751,174,5157.805806,22.42015839,1159.186191,34,4,2021-05-28,2021-05-27,2021-05-09,2021-05-28,461.0829066,90.67079059,150.889993,89.71043,79.37682,Red Yellow Podzolic,20.78232,21.01624392
2021-05-01,2021,5,2,Q2,2,58.32627836,5.24,VP,1,40.87755699,4,53.79465685,70.35851985,222.3116529,871.4526879,6.5,0,8,10.77204111,4.457194852,167,1911.444725,33.16684842,440.2226662,25,2,2021-05-14,2021-05-07,2021-05-18,2021-05-28,424.2313272,87.59231191,159.6704052,94.51658,68.03877,Red Yellow Podzolic,20.74646,21.99528949
2021-05-01,2021,5,2,Q2,2A,245.4334987,3.81,VP,1,35.44031314,3,468.975254,81.77693162,336.6382467,2080.221125,5.113920399,0,23,26.31234169,17.3241251,351,8060.532866,16.78795086,706.3145934,35,1,2021-05-28,2021-05-18,2021-05-09,2021-05-28,416.5963422,87.04522466,170.6340244,91.39858,79.50722,Red Yellow Podzolic,21.08789,21.45273444
2021-05-01,2021,5,2,Q2,2A,79.79176881,6.5,VP,1,35.49973773,4,116.0497004,74.87478191,137.342262,1187.955605,4.645257135,0,24,21.03910206,4.695333882,247,6490.565407,52.94252629,653.7451788,34,1,2021-05-02,2021-05-08,2021-05-13,2021-05-28,399.1789018,90.82745893,135.2865551,93.69352,78.00601,Red Yellow Podzolic,18.44797,22.05840195
2021-05-01,2021,5,2,Q2,2A/1,354.6128265,4.68,VP,1,20.77466017,2,472.6123797,72.83988832,459.523759,2581.249127,4.153358734,1,24,26.10726899,17.83729908,365,12389.69588,21.23502115,2650.719214,37,6,2021-05-03,2021-05-27,2021-05-12,2021-05-28,431.2643381,102.1641348,158.3804496,88.57065,68.75199,Red Yellow Podzolic,20.73796,22.17582993
2021-05-01,2021,5,2,Q2,2B,253.2215977,5.43,VP,1,13.45756269,5,244.5462378,72.18686055,283.8584218,1573.211445,5.330202798,0,23,27.26993648,7.673743163,509,13087.17128,61.07488342,2317.838594,58,5,2021-05-22,2021-05-28,2021-05-06,2021-05-28,445.8295157,90.65940121,146.3934185,91.27388,72.64857,Red Yellow Podzolic,17.78116,22.28162486
2021-05-01,2021,5,2,Q2,2B/1,355.8093641,4.69,VP,1,42.20540904,5,328.8622445,70.78756683,443.5819201,2758.861738,4.84596944,0,22,28.56440875,10.6460732,563,17154.04426,46.40810308,1720.468078,42,5,2021-05-26,2021-05-22,2021-05-15,2021-05-28,369.2016667,85.49906129,153.2485399,93.90583,74.18966,Red Yellow Podzolic,19.7834,22.04435771
2021-05-01,2021,5,2,Q2,3,115.195087,5,VP,1,5.235963621,4,210.152107,79.02850455,134.6544462,1426.683791,5.445562798,0,40,29.12657359,6.507694438,195,7472.921425,26.51965922,1477.099094,33,5,2021-05-06,2021-05-01,2021-05-02,2021-05-28,399.2269629,88.08501512,156.1224043,90.94853,65.45742,Red Yellow Podzolic,20.6735,23.58089544
2021-05-01,2021,5,2,Q2,3/1,38.77027845,5.52,VP,1,24.52433876,3,393.7583205,78.63654976,174.5736393,607.1560208,5.283959051,0,30,33.61833572,6.537170314,260,12244.39339,39.61021187,1130.535004,23,6,2021-05-26,2021-05-16,2021-05-10,2021-05-28,371.2985346,93.70162223,173.7352726,89.70695,69.7283,Red Yellow Podzolic,20.80263,22.03195761
2021-05-01,2021,5,2,Q2,4,139.7009332,8.09,VP,1,22.24199605,3,76.92456461,70.43550152,276.090605,2138.077018,4.934463328,0,38,33.36457866,11.26790701,543,17117.25399,43.66604824,1711.922965,31,3,2021-05-13,2021-05-17,2021-05-17,2021-05-28,435.3460151,86.42619497,153.6962062,96.74358,67.16315,Red Yellow Podzolic,19.71561,21.87913047
2021-05-01,2021,5,2,Q2,5/2A,182.375594,3.5,VP,1,10.62511562,3,261.1727651,77.73620428,296.6709251,1002.337153,4.715776832,0,24,28.56103159,9.913762858,225,7073.879318,22.00064568,1735.196146,36,5,2021-05-27,2021-05-12,2021-05-04,2021-05-28,427.4232043,90.45262682,139.8801883,91.33019,80.84652,Red Yellow Podzolic,20.06592,22.27842072
2021-05-01,2021,5,2,Q2,5/2B,170.7233152,3.62,VP,1,7.542650169,3,259.1248083,70.75082598,355.7769604,1116.025226,4.50261287,0,23,24.08937324,9.440879378,241,6947.169036,21.77647103,1449.450668,28,4,2021-05-13,2021-05-14,2021-05-10,2021-05-28,398.3395931,89.96625197,132.3681078,93.86769,73.50109,Red Yellow Podzolic,20.60097,20.15694249
2021-05-01,2021,5,2,Q2,5A/1,159.9268121,5.7,VP,1,35.23472637,3,351.9510247,73.73517002,218.2996267,1822.957093,5.270263631,0,38,28.09181776,10.39807518,297,9254.178692,23.54382605,1410.096234,29,2,2021-05-05,2021-05-12,2021-05-20,2021-05-28,409.1128826,87.88333827,151.5754363,90.79888,72.74088,Red Yellow Podzolic,19.55754,20.14840418
2021-05-01,2021,5,2,Q2,5A/2,134.3922173,7.62,VP,1,35.16585393,3,224.5206317,75.42417993,296.4052338,1815.487599,4.708852278,0,30,28.0791629,7.454197369,366,10013.95819,41.93593649,1254.831603,33,3,2021-05-01,2021-05-08,2021-05-08,2021-05-28,419.7134095,95.40076268,150.6869361,90.39073,74.61987,Red Yellow Podzolic,21.71555,21.68044014
2021-05-01,2021,5,2,Q2,5B/1,196.5695369,4.18,VP,1,11.58664572,7,163.7631589,69.62027372,269.7778973,1261.897797,4.108241628,0,34,32.72798073,4.435268599,234,8162.544872,43.09010135,1839.581987,53,4,2021-05-21,2021-05-18,2021-05-18,2021-05-28,403.0246533,97.16776584,131.5563092,90.44005,71.5792,Red Yellow Podzolic,21.3719,21.41773444
2021-05-01,2021,5,2,Q2,5B/2,0,3.23,VP,1,1.676376753,4,109.1739358,71.90404379,454.4198579,1473.436632,5.268678402,0,22,22.01897735,7.799662175,0,0,0,928.763502,34,3,2021-05-26,2021-05-16,2021-05-22,2021-05-28,428.9413595,88.26247695,145.4030372,90.89767,84.68746,Red Yellow Podzolic,20.21404,22.57274353
2021-05-01,2021,5,2,Q2,6A,0,2.5,VP,1,2.616457651,4,106.1731358,81.89046258,524.7589273,2041.925565,4.215071579,0,6,5.937910417,7.076625828,70,470.1144754,0,1662.698809,34,4,2021-05-26,2021-05-08,2021-05-03,2021-05-28,415.725865,98.4921604,147.0172467,91.42862,72.59823,Red Yellow Podzolic,19.12399,22.49943243
2021-05-01,2021,5,2,Q2,6A/1,235.4815654,2,VP,1,21.29033521,5,262.2176503,78.76130618,529.2948415,2662.904375,4.80189,0,42,33.76167821,6.735205338,140,5089.559768,18.68309775,2562.995583,50,4,2021-05-09,2021-05-15,2021-05-06,2021-05-28,398.5242816,86.40788016,140.703575,95.46406,82.0604,Red Yellow Podzolic,19.75515,18.99420589
2021-05-01,2021,5,2,Q2,6A/1,179.4724885,6,VP,1,13.789477,2,231.3256557,73.5075633,310.8595352,1681.992238,4.093890973,1,29,34.39987985,9.432964896,321,11772.61057,35.38669863,2577.310783,53,4,2021-05-28,2021-05-03,2021-05-27,2021-05-28,380.7382382,93.40992806,153.9594036,94.07859,69.09488,Red Yellow Podzolic,18.72064,22.23337521
2021-05-01,2021,5,2,Q2,6A/2,38.14113936,2,VP,1,2.011459921,4,97.46716119,72.05303991,271.2984905,2063.87546,5.198257384,0,20,22.19918355,7.53015744,0,0,0,1620.537942,40,4,2021-05-26,2021-05-07,2021-05-04,2021-05-28,429.8436466,89.81919544,145.7874267,89.94035,76.37403,Red Yellow Podzolic,20.30052,22.17819491
2021-05-01,2021,5,2,Q2,6A/2/1,212.0517727,2,VP,1,10.57437872,5,323.29862,83.53127852,359.1653759,1771.035447,4.055466504,0,37,31.77091135,8.694162604,149,5071.047274,14.91603459,2359.071912,46,6,2021-05-22,2021-05-15,2021-05-21,2021-05-28,439.6705347,98.69718774,157.6847227,90.37965,83.28098,Red Yellow Podzolic,22.71833,22.16610302
2021-05-01,2021,5,2,Q2,6A/4,139.2393002,1.25,VP,1,44.79679152,3,96.25098656,74.74497059,211.0003753,2029.338649,4.017854777,0,19,32.33066674,2.375123466,17,719.0099215,6.452326573,1689.14968,33,5,2021-05-24,2021-05-23,2021-05-20,2021-05-28,403.8450927,93.24839378,165.9558807,94.23718,72.98248,Red Yellow Podzolic,21.43049,22.3334423
2021-05-01,2021,5,2,Q2,6A/4/1,108.1063179,0.86,VP,1,11.15180455,2,222.2108782,73.08491812,124.9842252,310.3396603,5.5756602,0,23,29.85792071,6.879643363,37,1279.010283,4.755547591,1531.145956,32,1,2021-05-17,2021-05-03,2021-05-08,2021-05-28,412.7000109,91.04020376,159.3289399,90.88919,77.47281,Red Yellow Podzolic,20.85837,23.348554
2021-05-01,2021,5,2,Q2,6B/1,184.2000968,2.2,VP,1,41.35609711,3,310.4477117,68.1373455,474.3102377,2603.776218,4.756025798,1,23,22.40915268,12.97419215,195,4955.320325,13.68628118,2168.60669,41,4,2021-05-14,2021-05-28,2021-05-06,2021-05-28,414.3887484,84.75000663,179.4250417,90.35813,81.7955,Red Yellow Podzolic,20.86443,22.46794811
2021-05-01,2021,5,2,Q2,6B/2,331.6659259,2.5,VP,1,25.13310715,3,466.3954642,71.03721161,474.6212238,2619.678982,5.449310161,1,18,23.76878968,16.08887995,246,5983.581877,12.57728224,2595.777332,41,6,2021-05-08,2021-05-23,2021-05-28,2021-05-28,395.3898752,93.67852762,158.9877081,89.937,73.39243,Red Yellow Podzolic,20.74004,22.76806601
2021-05-01,2021,5,2,Q2,6B/2/3,290.2306133,3,VP,1,34.7618011,6,304.7297401,68.67953358,431.4730184,3052.345037,5.662240003,0,29,25.71603542,10.06637346,341,8769.196664,27.56920032,1856.037997,36,5,2021-05-02,2021-05-16,2021-05-24,2021-05-28,413.1673934,95.63796419,167.3937745,88.28215,66.88766,Red Yellow Podzolic,20.54296,22.27724038
2021-05-01,2021,5,2,Q2,6B/3,268.237913,2,VP,1,21.24697219,3,1497.676607,71.64699628,448.8273451,3401.717718,6.059612732,0,26,23.63457228,15.18055538,448,12918.22712,30.02574193,3469.972361,45,5,2021-05-04,2021-05-16,2021-05-15,2021-05-28,412.0658237,84.64937055,161.9338691,96.46013,68.09051,Red Yellow Podzolic,20.39077,22.88598631
2021-05-01,2021,5,2,Q2,6B/4,235.0342825,2,VP,1,22.81840061,3,403.2018821,74.738271,362.042197,2216.842691,4.615521953,0,24,17.1509036,20.87684461,228,4260.461158,9.037850812,2122.112833,35,6,2021-05-28,2021-05-12,2021-05-13,2021-05-28,381.4455824,77.10391446,150.7465297,88.8392,81.63412,Red Yellow Podzolic,20.24712,22.28242599
2021-05-01,2021,5,2,Q2,6B/4,263.6742811,3,VP,1,23.35181001,3,459.059606,73.05489325,520.597337,2619.802289,4.739578349,0,33,24.09380819,17.25038955,241,7290.956631,12.77579956,2108.691738,32,6,2021-05-10,2021-05-03,2021-05-15,2021-05-28,393.8667234,94.17273199,154.0903645,96.64155,77.58875,Red Yellow Podzolic,21.22042,20.70137491
2021-05-01,2021,5,2,Q2,6B/5,0,2.5,VP,1,2.724861172,4,108.4916749,80.42302272,441.73809,1880.419453,5.258962707,0,32,28.97782349,7.534556643,14,419.4458185,0,908.4782245,26,3,2021-05-04,2021-05-06,2021-05-04,2021-05-28,414.6541763,84.91066969,160.673983,91.06894,83.08553,Red Yellow Podzolic,19.69286,21.51086933
2021-05-01,2021,5,2,Q2,7,265.4444645,3,VP,1,20.51968479,6,222.8089649,75.19590877,403.0344428,2713.314766,4.393037274,0,54,44.9828981,4.653735616,141,6841.362236,28.21931419,2484.545889,50,3,2021-05-28,2021-05-05,2021-05-18,2021-05-28,446.0029404,89.73160152,163.141354,91.741,69.5924,Red Yellow Podzolic,21.49088,23.28415316
2021-05-01,2021,5,2,Q2,7/1,260.4481766,3.73,VP,1,16.5432314,7,191.6578289,76.00903437,351.6171982,2280.484623,4.96238809,0,55,41.88869382,4.480010333,195,8351.798813,39.31799674,2312.163678,63,4,2021-05-05,2021-05-14,2021-05-19,2021-05-28,459.3754019,86.78183356,159.2021974,90.43457,70.37145,Red Yellow Podzolic,20.04229,21.78177945
2021-05-01,2021,5,2,Q2,7A,147.7218235,1.54,SD,0,5.923410019,6,90.59268938,75.08040947,203.3855023,1058.256062,5.445501676,0,20,22.04264296,4.066348703,71,1644.702098,14.0276114,1140.529458,52,5,2021-05-17,2021-05-13,2021-05-28,2021-05-28,420.0902363,92.26029737,157.012248,94.5427,73.36527,Red Yellow Podzolic,22.2584,22.39488651
2021-05-01,2021,5,2,Q2,8,177.275717,6.97,VP,1,40.27638024,2,470.4241841,70.92383519,359.2592498,1740.79689,4.980074604,1,22,24.48493319,14.4520758,581,13947.8845,31.32546092,1612.82587,35,3,2021-05-02,2021-05-24,2021-05-27,2021-05-28,400.5492883,84.01409982,157.2939811,91.54827,75.6981,Red Yellow Podzolic,19.64677,21.80040608
2021-05-01,2021,5,2,Q2,8/1,229.7792983,6,VP,1,21.84277087,3,437.0872039,69.64630414,401.0874902,2391.915104,4.694699167,0,44,33.96644631,11.63258533,430,15379.19395,35.67433325,2350.182192,38,5,2021-05-06,2021-05-05,2021-05-20,2021-05-28,408.4605905,88.90944046,149.8940765,96.51936,76.65753,Red Yellow Podzolic,22.04243,22.58502766
2021-05-01,2021,5,2,Q2,8/2,157.7221634,6.55,VP,1,16.49473459,3,386.0347076,74.12480646,280.686037,1705.554853,4.933398101,0,45,35.2539814,9.245886001,331,10651.47263,33.64132897,1695.222453,29,6,2021-05-26,2021-05-07,2021-05-06,2021-05-28,432.2620884,82.99730108,167.2034696,93.08993,76.97922,Red Yellow Podzolic,22.0751,22.27253774
2021-05-01,2021,5,2,Q2,9,161.9343773,6.45,SD,0,26.54363181,5,154.3518061,73.31855936,153.624923,1615.394115,4.480743807,0,26,22.06426082,5.932310243,285,6703.958616,39.66110315,1627.921565,37,3,2021-05-08,2021-05-19,2021-05-02,2021-05-28,391.6616219,80.37082311,170.7531324,89.56272,65.27678,Red Yellow Podzolic,20.96847,22.39670212
2021-05-01,2021,5,2,Q2,9A,194.4565854,2,SD,0,26.08303539,4,297.4375263,77.94374628,306.2284683,1742.286499,5.108449604,0,33,24.48029658,11.84829384,144,3881.060606,10.60903337,2142.853408,38,3,2021-05-15,2021-05-23,2021-05-13,2021-05-28,390.9529462,90.54871281,160.2116211,94.19016,78.89512,Red Yellow Podzolic,19.42344,23.28954105
2021-05-01,2021,5,2,Q2,9A/2,0,2.4,VP,1,32.46668432,4,101.462728,78.00996678,217.6056795,112.8191602,3.881570853,0,21,22.06916683,6.780830892,0,0,0,1782.52261,39,5,2021-05-27,2021-05-06,2021-05-11,2021-05-28,424.3730296,86.09641372,139.5401982,92.20064,68.43719,Red Yellow Podzolic,20.40812,21.60736435
2021-06-01,2021,6,2,Q2,1/B/2,89.24995245,5,VP,1,32.8806189,3,2.91511661,67.39060928,218.4788035,1145.544052,4.635220254,0,18,20.09511036,7.082252835,157,3752.660433,20.07862722,1781.03555,34,4,2021-06-05,2021-06-28,2021-06-13,2021-06-09,299.5481071,97.51855756,182.4510125,92.00146,82.19588,Red Yellow Podzolic,23.30746,19.92596188
2021-06-01,2021,6,2,Q2,10/2A,116.5060962,3.6,VP,1,6.097292197,4,31.3387317,75.80191713,302.0494036,1878.186119,4.596068162,0,18,41.86232259,7.838784359,396,14680.57731,52.64216198,1670.62329,39,5,2021-06-15,2021-06-28,2021-06-10,2021-06-28,324.5800124,91.90934373,200.1607225,91.32802,70.30451,Red Yellow Podzolic,21.51158,21.00500321
2021-06-01,2021,6,2,Q2,10/3,257.9275954,2,VP,1,27.33749635,4,16.63703226,71.78627605,334.6920749,2153.951631,4.312568381,0,21,29.07589981,9.609022694,223,6995.407625,23.14486395,2277.910981,46,4,2021-06-25,2021-06-06,2021-06-16,2021-06-28,288.7665073,98.16243221,202.1850888,89.76955,78.48504,Red Yellow Podzolic,21.37361,17.8246536
2021-06-01,2021,6,2,Q2,10/4,92.58077337,1.25,VP,1,6.470626008,4,94.10658443,77.35809802,286.4939323,1344.479322,4.980778938,0,16,35.03938704,7.259464032,345,16041.73163,58.04204956,1608.867638,37,5,2021-06-11,2021-06-10,2021-06-28,2021-06-28,294.9179736,94.16611283,185.4971024,93.64966,76.93288,Red Yellow Podzolic,21.74188,20.93307555
